"SampleID","Sample","B.cells","Macrophages.M1","Macrophages.M2","Monocytes","Neutrophils","NK.cells","T.cells.CD4","T.cells.CD8","Tregs","Dendritic.cells","Other","GDPD2","Group"
"TCGA-49-4514-01A-21R-1858-07",NA,0.0191001317319,0.0123028207681766,0.0382581458007969,0,0.0522193844140486,0.0123220067649351,0,0.0158571728908973,0.0219138881984603,0.00890550035143502,0.81912094907935,4.54524039633698,"High"
"TCGA-49-6742-01A-11R-1858-07",NA,0.0173478443455522,0.0396554940782291,0.0395963466706969,0,0.0887848793543373,0.0137799549833656,0,0.00348471950356325,0.0162311547057864,0,0.781119606358469,5.72535619833087,"High"
"TCGA-49-6743-01A-11R-1858-07",NA,0.0215740626457276,0.101718088803459,0.119795905862737,0,0.0790719797845738,0.0204372774451031,0,0.00975147500705772,0.0489253237418583,0,0.598725886709483,4.44896104955371,"Low"
"TCGA-49-6744-01A-11R-1858-07",NA,0.0341092237686438,0.12235261055498,0.112557680740624,0,0.114822503971274,0.0205119020909564,0,0.0356916197032904,0.0741540545906689,0,0.485800404579562,4.30242649517201,"Low"
"TCGA-49-6745-01A-11R-1858-07",NA,0.020544261311329,0.10006098501269,0.0547283465709114,0,0.111780290416322,0.0132025221671712,0,0.0329841970961634,0.0507781719517443,0,0.615921225473669,4.19681716502509,"Low"
"TCGA-49-6761-01A-31R-1949-07",NA,0.014529926483288,0.312574986767861,0.0490687779456996,0,0.0779579825493138,0.0261997502417469,0,0.0276163758137991,0.0471615386473809,0,0.444890661550911,4.10045154133637,"Low"
"TCGA-49-6767-01A-11R-1858-07",NA,0.0132043786394603,0.0907322263798244,0.0132627174865713,0.000648739246167604,0.0579070485385018,0.0155508492948798,0,0.0371064583420429,0.0397465552923626,0,0.731841026780189,4.40958985956274,"Low"
"TCGA-49-AAQV-01A-11R-A39D-07",NA,0.0258190831143477,0.0306146355480578,0.0642410552299617,0,0.137392010066781,0.024552620770414,0.0209621884704723,0.0114414285550886,0.0288167938563295,0,0.656160184388548,4.5637726386233,"High"
"TCGA-49-AAR0-01A-21R-A39D-07",NA,0.0310298963394591,0.0615556917561144,0.0840042928274997,0,0.0614424556971525,0.0283175425220422,0,0.0113116090807171,0.0500988225773797,0,0.672239689199635,4.36626453663918,"Low"
"TCGA-49-AAR2-01A-11R-A39D-07",NA,0.0274396907866175,0.0178297595857557,0.0394877588101294,0,0.0329560084388721,0.0204956162578997,0,0.00707342848301233,0.0278429231785367,0.00355894155966092,0.823315872899516,3.5833246741021,"Low"
"TCGA-49-AAR3-01A-11R-A41B-07",NA,0.0270690341018661,0.1013252763857,0.0590867979421326,0,0.0479399061452178,0.0173000658107532,0,0.0780649927994596,0.0463293289203953,0.011520781094558,0.611363816799918,4.36029051036732,"Low"
